Shots	5000
Nt	150
ta	0.05


T1_Q0	193.0213839721122	us	2022	2	19	40	21
T1_Q1	137.67026049144846	us	2022	2	19	54	6
T1_Q2	112.66068299052812	us	2022	2	19	40	21
T1_Q3	94.73705074425979	us	2022	2	19	40	21
T1_Q4	21.994918095096942	us	2022	2	19	54	6
T2_Q0	205.78761474223643	us	2022	2	18	14	25
T2_Q1	116.01533047047398	us	2022	2	18	15	23
T2_Q2	131.17884322142956	us	2022	2	18	14	25
T2_Q3	81.55047191136396	us	2022	2	18	14	25
T2_Q4	25.88552180496561	us	2022	2	18	15	23
frequency_Q0	5.029757588623398	GHz	2022	2	19	2	41
frequency_Q1	5.127682090001264	GHz	2022	2	19	2	41
frequency_Q2	5.247352717522373	GHz	2022	2	19	2	41
frequency_Q3	5.302190020309521	GHz	2022	2	19	2	41
frequency_Q4	5.092160301724797	GHz	2022	2	19	2	41
anharmonicity_Q0	-0.33574155258829724	GHz	2022	2	19	2	41
anharmonicity_Q1	-0.3183491230373718	GHz	2022	2	19	2	41
anharmonicity_Q2	-0.3336036607926792	GHz	2022	2	19	2	41
anharmonicity_Q3	-0.33124193185343576	GHz	2022	2	19	2	41
anharmonicity_Q4	-0.3344696566823515	GHz	2022	2	19	2	41
readout_error_Q0	0.021100000000000008		2022	2	18	12	52
readout_error_Q1	0.018900000000000028		2022	2	18	12	52
readout_error_Q2	0.01739999999999997		2022	2	18	12	52
readout_error_Q3	0.02639999999999998		2022	2	18	12	52
readout_error_Q4	0.054400000000000004		2022	2	18	12	52
prob_meas0_prep1_Q0	0.03280000000000005		2022	2	18	12	52
prob_meas0_prep1_Q1	0.0252		2022	2	18	12	52
prob_meas0_prep1_Q2	0.02739999999999998		2022	2	18	12	52
prob_meas0_prep1_Q3	0.03500000000000003		2022	2	18	12	52
prob_meas0_prep1_Q4	0.08579999999999999		2022	2	18	12	52
prob_meas1_prep0_Q0	0.0094		2022	2	18	12	52
prob_meas1_prep0_Q1	0.0126		2022	2	18	12	52
prob_meas1_prep0_Q2	0.0074		2022	2	18	12	52
prob_meas1_prep0_Q3	0.0178		2022	2	18	12	52
prob_meas1_prep0_Q4	0.023		2022	2	18	12	52
readout_length_Q0	5351.11111111111	ns	2022	2	18	12	52
readout_length_Q1	5351.11111111111	ns	2022	2	18	12	52
readout_length_Q2	5351.11111111111	ns	2022	2	18	12	52
readout_length_Q3	5351.11111111111	ns	2022	2	18	12	52
readout_length_Q4	5351.11111111111	ns	2022	2	18	12	52


t_sim	t_int (ns)	P0q0	P0q1	P0q2	P0q3	P0q4	P0q0_cal	P0q1_cal	P0q2_cal	P0q3_cal	P0q4_cal
0.0	35.5555	0.5204	0.4978	0.5008	0.5626	0.572	0.50908	0.49117	0.49047	0.55701	0.54556
0.02685	106.6665	0.5282	0.5004	0.491	0.5712	0.559	0.51723	0.49387	0.48031	0.56609	0.53097
0.05369	177.7775	0.5202	0.4978	0.4908	0.5526	0.5448	0.50887	0.49117	0.48011	0.54645	0.51504
0.08054	248.8885	0.5228	0.4918	0.4932	0.5688	0.553	0.51159	0.48493	0.48259	0.56356	0.52424
0.10738	319.9995	0.5182	0.4848	0.495	0.5536	0.554	0.50679	0.47766	0.48446	0.54751	0.52536
0.13423	391.1105	0.5172	0.4744	0.487	0.5766	0.546	0.50574	0.46685	0.47617	0.57179	0.51638
0.16107	462.2215	0.5146	0.4632	0.474	0.5484	0.5558	0.50303	0.45521	0.4627	0.54202	0.52738
0.18792	533.3325	0.4988	0.4536	0.474	0.5378	0.546	0.48653	0.44523	0.4627	0.53083	0.51638
0.21477	604.4435	0.4844	0.4172	0.4788	0.516	0.531	0.4715	0.4074	0.46768	0.50781	0.49955
0.24161	675.5545	0.4906	0.3928	0.4522	0.5238	0.524	0.47797	0.38204	0.44012	0.51605	0.4917
0.26846	746.6655	0.492	0.4078	0.4574	0.5042	0.5114	0.47943	0.39763	0.4455	0.49535	0.47756
0.2953	817.7765	0.4906	0.3472	0.4514	0.4818	0.5	0.47797	0.33465	0.43929	0.47171	0.46477
0.32215	888.8875	0.4658	0.3084	0.4244	0.4618	0.483	0.45208	0.29433	0.41131	0.45059	0.44569
0.34899	959.9985	0.4314	0.288	0.417	0.4474	0.46	0.41616	0.27312	0.40365	0.43539	0.41988
0.37584	1031.1095	0.4246	0.2724	0.3796	0.3842	0.46	0.40906	0.25691	0.3649	0.36867	0.41988
0.40268	1102.2205	0.4222	0.2504	0.403	0.3566	0.45	0.40656	0.23405	0.38914	0.33953	0.40866
0.42953	1173.3315	0.4186	0.2396	0.3768	0.3818	0.4366	0.4028	0.22282	0.362	0.36613	0.39363
0.45638	1244.4425	0.3856	0.2294	0.383	0.3794	0.426	0.36834	0.21222	0.36842	0.3636	0.38173
0.48322	1315.5535	0.3724	0.22	0.3714	0.3756	0.4074	0.35456	0.20245	0.3564	0.35959	0.36086
0.51007	1386.6645	0.384	0.2102	0.3556	0.3556	0.412	0.36667	0.19227	0.34003	0.33847	0.36602
0.53691	1457.7755	0.3824	0.2678	0.3554	0.3336	0.413	0.365	0.25213	0.33983	0.31524	0.36715
0.56376	1528.8865	0.369	0.2294	0.3514	0.3362	0.4196	0.35101	0.21222	0.33568	0.31799	0.37455
