Shots	5000
Nt	200
ta	1.0


T1_Q0	66.39233000889791	us	2022	6	7	50	20
T1_Q1	147.76359808895313	us	2022	6	7	54	14
T1_Q2	148.966705026732	us	2022	6	7	25	59
T1_Q3	42.713748000078446	us	2022	6	6	51	42
T1_Q4	156.6120769104033	us	2022	6	7	4	32
T2_Q0	75.39507589558013	us	2022	6	6	59	40
T2_Q1	211.52572851995347	us	2022	6	6	7	35
T2_Q2	204.7220196998242	us	2022	6	6	59	40
T2_Q3	23.815911271103875	us	2022	6	6	7	35
T2_Q4	185.37669369848282	us	2022	6	6	59	40
frequency_Q0	5.00048740744953	GHz	2022	6	7	20	26
frequency_Q1	4.849742671747626	GHz	2022	6	7	20	26
frequency_Q2	4.7827815623091485	GHz	2022	6	7	20	26
frequency_Q3	4.858140583073054	GHz	2022	6	7	20	26
frequency_Q4	4.9781613394655295	GHz	2022	6	7	20	26
anharmonicity_Q0	-0.33690023792181095	GHz	2022	6	7	20	26
anharmonicity_Q1	-0.3255653611748174	GHz	2022	6	7	20	26
anharmonicity_Q2	-0.3400769355943713	GHz	2022	6	7	20	26
anharmonicity_Q3	-0.3253007998732789	GHz	2022	6	7	20	26
anharmonicity_Q4	-0.337357563455571	GHz	2022	6	7	20	26
readout_error_Q0	0.03149999999999997		2022	6	6	43	31
readout_error_Q1	0.03749999999999998		2022	6	6	43	31
readout_error_Q2	0.12749999999999995		2022	6	6	43	31
readout_error_Q3	0.11440000000000006		2022	6	6	43	31
readout_error_Q4	0.04800000000000004		2022	6	6	43	31
prob_meas0_prep1_Q0	0.05359999999999998		2022	6	6	43	31
prob_meas0_prep1_Q1	0.05559999999999998		2022	6	6	43	31
prob_meas0_prep1_Q2	0.15800000000000003		2022	6	6	43	31
prob_meas0_prep1_Q3	0.17579999999999996		2022	6	6	43	31
prob_meas0_prep1_Q4	0.06459999999999999		2022	6	6	43	31
prob_meas1_prep0_Q0	0.0094		2022	6	6	43	31
prob_meas1_prep0_Q1	0.0194		2022	6	6	43	31
prob_meas1_prep0_Q2	0.097		2022	6	6	43	31
prob_meas1_prep0_Q3	0.053		2022	6	6	43	31
prob_meas1_prep0_Q4	0.0314		2022	6	6	43	31
readout_length_Q0	5976.888888888889	ns	2022	6	6	43	31
readout_length_Q1	5976.888888888889	ns	2022	6	6	43	31
readout_length_Q2	5976.888888888889	ns	2022	6	6	43	31
readout_length_Q3	5976.888888888889	ns	2022	6	6	43	31
readout_length_Q4	5976.888888888889	ns	2022	6	6	43	31


t_sim	t_int (ns)	P0q0	P0q1	P0q2	P0q3	P0q4	P0q0_cal	P0q1_cal	P0q2_cal	P0q3_cal	P0q4_cal
0.0	35.5555	0.5046	0.517	0.5618	0.5538	0.53	0.48132	0.49881	0.54201	0.49015	0.51482
0.05025	106.6665	0.5206	0.5142	0.531	0.5354	0.524	0.4984	0.49578	0.50067	0.46629	0.50819
0.1005	177.7775	0.5204	0.5118	0.517	0.544	0.534	0.49819	0.49319	0.48188	0.47744	0.51925
0.15075	248.8885	0.5404	0.49	0.5268	0.5576	0.536	0.51953	0.46962	0.49503	0.49507	0.52146
0.20101	319.9995	0.5134	0.4962	0.558	0.5464	0.5206	0.49072	0.47632	0.53691	0.48055	0.50442
0.25126	391.1105	0.5154	0.4952	0.5234	0.5592	0.511	0.49285	0.47524	0.49047	0.49715	0.49381
0.30151	462.2215	0.5322	0.501	0.532	0.5558	0.5296	0.51078	0.48151	0.50201	0.49274	0.51438
0.35176	533.3325	0.5156	0.4986	0.5152	0.559	0.529	0.49306	0.47892	0.47946	0.49689	0.51372
0.40201	604.4435	0.5286	0.5098	0.5016	0.539	0.5094	0.50694	0.49103	0.46121	0.47095	0.49204
0.45226	675.5545	0.5144	0.4992	0.4898	0.5494	0.51	0.49178	0.47957	0.44537	0.48444	0.4927
0.50251	746.6655	0.5246	0.4884	0.5028	0.5424	0.5	0.50267	0.46789	0.46282	0.47536	0.48164
0.55276	817.7765	0.5022	0.4954	0.5116	0.5492	0.504	0.47876	0.47546	0.47463	0.48418	0.48606
0.60302	888.8875	0.53	0.4704	0.5002	0.5356	0.509	0.50843	0.44843	0.45933	0.46655	0.49159
0.65327	959.9985	0.509	0.4882	0.4794	0.5184	0.491	0.48602	0.46768	0.43141	0.44424	0.47168
0.70352	1031.1095	0.514	0.4826	0.4888	0.5182	0.489	0.49136	0.46162	0.44403	0.44398	0.46947
0.75377	1102.2205	0.5122	0.4592	0.473	0.5198	0.491	0.48943	0.43632	0.42282	0.44606	0.47168
0.80402	1173.3315	0.4864	0.4472	0.4912	0.5056	0.4814	0.4619	0.42335	0.44725	0.42765	0.46106
0.85427	1244.4425	0.5034	0.433	0.4624	0.5082	0.477	0.48004	0.408	0.40859	0.43102	0.45619
0.90452	1315.5535	0.477	0.4164	0.452	0.4898	0.464	0.45187	0.39005	0.39463	0.40716	0.44181
0.95477	1386.6645	0.4594	0.4186	0.438	0.5014	0.4684	0.43308	0.39243	0.37584	0.4222	0.44668
1.00503	1457.7755	0.4556	0.3954	0.411	0.5026	0.439	0.42903	0.36735	0.3396	0.42376	0.41416
1.05528	1528.8865	0.4406	0.392	0.4436	0.4996	0.4442	0.41302	0.36368	0.38336	0.41987	0.41991
1.10553	1599.9975	0.4226	0.3854	0.4004	0.4712	0.4336	0.39381	0.35654	0.32537	0.38304	0.40819
1.15578	1671.1085	0.4212	0.3568	0.404	0.4742	0.422	0.39232	0.32562	0.3302	0.38693	0.39535
1.20603	1742.2195	0.4114	0.3534	0.3786	0.4484	0.4084	0.38186	0.32195	0.29611	0.35348	0.38031
1.25628	1813.3305	0.3876	0.3348	0.4104	0.4176	0.378	0.35646	0.30184	0.33879	0.31354	0.34668
1.30653	1884.4415	0.3802	0.3024	0.3712	0.4184	0.358	0.34856	0.26681	0.28617	0.31457	0.32456
1.35678	1955.5525	0.3792	0.2894	0.3684	0.4038	0.345	0.34749	0.25276	0.28242	0.29564	0.31018
1.40704	2026.6635	0.3608	0.2772	0.3448	0.3858	0.3268	0.32785	0.23957	0.25074	0.2723	0.29004
1.45729	2097.7745	0.3166	0.2508	0.3194	0.3892	0.3082	0.28068	0.21103	0.21664	0.27671	0.26947
1.50754	2168.8855	0.3062	0.2346	0.3462	0.3922	0.294	0.26958	0.19351	0.25262	0.2806	0.25376
1.55779	2239.9965	0.2896	0.2196	0.3108	0.3646	0.293	0.25187	0.1773	0.2051	0.24481	0.25265
1.60804	2311.1075	0.28	0.2108	0.2948	0.344	0.263	0.24162	0.16778	0.18362	0.2181	0.21947
1.65829	2382.2185	0.2774	0.1896	0.2608	0.358	0.263	0.23885	0.14486	0.13799	0.23626	0.21947
1.70854	2453.3295	0.2488	0.1832	0.346	0.3374	0.235	0.20832	0.13795	0.25235	0.20954	0.1885
1.75879	2524.4405	0.223	0.1504	0.2754	0.3082	0.2234	0.18079	0.10249	0.15758	0.17168	0.17566
1.80905	2595.5515	0.2006	0.16	0.2808	0.3086	0.199	0.15688	0.11286	0.16483	0.1722	0.14867
1.8593	2666.6625	0.185	0.1508	0.2294	0.2992	0.1846	0.14023	0.10292	0.09584	0.16001	0.13274
1.90955	2737.7735	0.1906	0.134	0.2826	0.296	0.181	0.14621	0.08476	0.16725	0.15586	0.12876
1.9598	2808.8845	0.1592	0.1234	0.2374	0.2988	0.168	0.1127	0.0733	0.10658	0.15949	0.11438
2.01005	2879.9955	0.1374	0.0962	0.2674	0.2904	0.149	0.08943	0.04389	0.14685	0.1486	0.09336
2.0603	2951.1065	0.1434	0.1078	0.2256	0.3026	0.143	0.09584	0.05643	0.09074	0.16442	0.08673
2.11055	3022.2175	0.1456	0.0972	0.2262	0.2972	0.142	0.09819	0.04497	0.09154	0.15742	0.08562
2.1608	3093.3285	0.1446	0.0954	0.21	0.2888	0.145	0.09712	0.04303	0.0698	0.14652	0.08894
2.21106	3164.4395	0.1562	0.0834	0.199	0.2988	0.143	0.1095	0.03005	0.05503	0.15949	0.08673
2.26131	3235.5505	0.1348	0.0962	0.1848	0.2986	0.135	0.08666	0.04389	0.03597	0.15923	0.07788
2.31156	3306.6615	0.1446	0.11	0.2126	0.309	0.1314	0.09712	0.05881	0.07329	0.17272	0.07389
2.36181	3377.7725	0.1346	0.1072	0.2164	0.3226	0.139	0.08645	0.05578	0.07839	0.19035	0.0823
2.41206	3448.8835	0.15	0.1276	0.2344	0.3288	0.1	0.10288	0.07784	0.10255	0.19839	0.03916
2.46231	3519.9945	0.1618	0.1218	0.2674	0.324	0.145	0.11547	0.07157	0.14685	0.19217	0.08894
2.51256	3591.1055	0.1694	0.1404	0.2506	0.3256	0.162	0.12359	0.09168	0.1243	0.19424	0.10774
2.56281	3662.2165	0.1796	0.1544	0.2382	0.3464	0.163	0.13447	0.10681	0.10765	0.22121	0.10885
2.61307	3733.3275	0.1958	0.1568	0.2666	0.3568	0.18	0.15176	0.10941	0.14577	0.2347	0.12765
2.66332	3804.4385	0.1906	0.1814	0.2782	0.3706	0.19	0.14621	0.136	0.16134	0.25259	0.13872
2.71357	3875.5495	0.2058	0.1826	0.304	0.387	0.2052	0.16243	0.1373	0.19597	0.27386	0.15553
2.76382	3946.6605	0.2118	0.1958	0.3162	0.4006	0.206	0.16884	0.15157	0.21235	0.29149	0.15642
2.81407	4017.7715	0.2432	0.212	0.3314	0.4096	0.21	0.20235	0.16908	0.23275	0.30316	0.16084
2.86432	4088.8825	0.2598	0.2252	0.3104	0.428	0.241	0.22006	0.18335	0.20456	0.32702	0.19513
2.91457	4159.9935	0.2638	0.2386	0.3286	0.4308	0.2496	0.22433	0.19784	0.22899	0.33065	0.20465
